timestamp_us,timestamp_s,sdu_generated_count,l2cap_send_attempt_count,l2cap_send_success_count,l2cap_send_error_count,can_send_wait_last_us,can_send_wait_max_us,packet_sent_wait_max_us,audio_busy_current_duration_us,audio_busy_max_duration_us,ring_fill_current,ring_fill_min,ring_fill_max,ring_underrun_count,ring_overrun_count,sequence_generated,sequence_sent,sequence_skip_count,audio_timer_gap_max_us,audio_timer_late_count,usb_pcm_underrun_count,trace_dropped,hci_write_count,hci_write_error_count,hci_write_last_us,hci_write_max_us,cyw43_lock_wait_last_us,cyw43_lock_wait_max_us,cyw43_lock_hold_last_us,cyw43_lock_hold_max_us,btstack_run_loop_gap_last_us,btstack_run_loop_gap_max_us,hci_to_packet_sent_last_us,hci_to_packet_sent_max_us,rssi_sample_count,rssi_request_skipped_count,rssi_slot0_dbm,rssi_slot1_dbm,rssi_slot0_age_us,rssi_slot1_age_us,tx_stale_drop_count,tx_stale_drop_frames
2955247644,2955.247644,146564,146532,146532,0,6,8,49166,0,49174,0,0,11,0,0,131,131,32,75064,1,0,367977,227258,0,244,283,0,3,61,828522,2165,75064,21,24,5840,0,-76,-2147483648,251192,4294967295,0,0
2955497646,2955.497646,146576,146544,146544,0,6,8,49166,0,49174,0,0,11,0,0,143,143,32,75064,1,0,367977,227278,0,138,283,0,3,2,828522,2167,75064,22,24,5840,0,-76,-2147483648,501194,4294967295,0,0
2955747647,2955.747647,146589,146557,146557,0,6,8,49166,0,49174,0,0,11,0,0,156,156,32,75064,1,0,367977,227297,0,244,283,1,3,60,828522,2164,75064,22,24,5841,0,-74,-2147483648,249838,4294967295,0,0
2955997649,2955.997649,146601,146569,146569,0,6,8,49166,0,49174,0,0,11,0,0,168,168,32,75064,1,0,367977,227315,0,280,283,1,3,60,828522,2167,75064,21,24,5841,0,-74,-2147483648,499840,4294967295,0,0
2956247651,2956.247651,146614,146582,146582,0,6,8,49166,0,49174,0,0,11,0,0,181,181,32,75064,1,0,367977,227335,0,245,283,1,3,60,828522,2164,75064,22,24,5842,0,-74,-2147483648,248692,4294967295,0,0
2956497652,2956.497652,146626,146594,146594,0,6,8,49166,0,49174,0,0,11,0,0,193,193,32,75064,1,0,367977,227354,0,139,283,1,3,60,828522,2167,75064,22,24,5842,0,-74,-2147483648,498693,4294967295,0,0
2956747652,2956.747652,146639,146607,146607,0,6,8,49166,0,49174,0,0,11,0,0,206,206,32,75064,1,0,367977,227374,0,245,283,1,3,60,828522,2164,75064,22,24,5843,0,-78,-2147483648,247568,4294967295,0,0
2956997653,2956.997653,146651,146619,146619,0,5,8,49166,0,49174,0,0,11,0,0,218,218,32,75064,1,0,367977,227392,0,245,283,1,3,60,828522,2167,75064,21,24,5843,0,-78,-2147483648,497569,4294967295,0,0
2957247654,2957.247654,146664,146632,146632,0,6,8,49166,0,49174,0,0,11,0,0,231,231,32,75064,1,0,367977,227412,0,244,283,1,3,60,828522,2164,75064,22,24,5844,0,-76,-2147483648,236339,4294967295,0,0
2957497654,2957.497654,146676,146644,146644,0,6,8,49166,0,49174,0,0,11,0,0,243,243,32,75064,1,0,367977,227431,0,138,283,1,3,60,828522,2167,75064,22,24,5844,0,-76,-2147483648,486339,4294967295,0,0
2957747655,2957.747655,146689,146657,146657,0,6,8,49166,0,49174,0,0,11,0,0,0,0,32,75064,1,0,367977,227451,0,244,283,1,3,60,828522,2164,75064,22,24,5845,0,-76,-2147483648,235467,4294967295,0,0
2957997655,2957.997655,146701,146669,146669,0,6,8,49166,0,49174,0,0,11,0,0,12,12,32,75064,1,0,367977,227469,0,244,283,1,3,60,828522,2167,75064,22,24,5845,0,-76,-2147483648,485467,4294967295,0,0
2958247656,2958.247656,146714,146682,146682,0,6,8,49166,0,49174,0,0,11,0,0,25,25,32,75064,1,0,367977,227489,0,280,283,0,3,61,828522,2165,75064,22,24,5846,0,-77,-2147483648,233836,4294967295,0,0
2958497657,2958.497657,146726,146694,146694,0,6,8,49166,0,49174,0,0,11,0,0,37,37,32,75064,1,0,367977,227508,0,138,283,0,3,61,828522,2167,75064,22,24,5846,0,-77,-2147483648,483837,4294967295,0,0
2958747657,2958.747657,146739,146707,146707,0,6,8,49166,0,49174,0,0,11,0,0,50,50,32,75064,1,0,367977,227528,0,245,283,1,3,60,828522,2164,75064,21,24,5847,0,-85,-2147483648,232873,4294967295,0,0
2958997658,2958.997658,146751,146719,146719,0,6,8,49166,0,49174,0,0,11,0,0,62,62,32,75064,1,0,367977,227546,0,245,283,1,3,60,828522,2167,75064,22,24,5847,0,-85,-2147483648,482874,4294967295,0,0
2959247658,2959.247658,146764,146732,146732,0,6,8,49166,0,49174,0,0,11,0,0,75,75,32,75064,1,0,367977,227566,0,245,283,1,3,60,828522,2164,75064,21,24,5848,0,-78,-2147483648,232107,4294967295,0,0
2959497660,2959.497660,146776,146744,146744,0,6,8,49166,0,49174,0,0,11,0,0,87,87,32,75064,1,0,367977,227585,0,138,283,1,3,60,828522,2167,75064,21,24,5848,0,-78,-2147483648,482109,4294967295,0,0
2959747662,2959.747662,146789,146757,146757,0,6,8,49166,0,49174,0,0,11,0,0,100,100,32,75064,1,0,367977,227605,0,244,283,1,3,60,828522,2164,75064,22,24,5849,0,-84,-2147483648,230151,4294967295,0,0
2959997662,2959.997662,146801,146769,146769,0,6,8,49166,0,49174,0,0,11,0,0,112,112,32,75064,1,0,367977,227623,0,245,283,0,3,61,828522,2167,75064,21,24,5849,0,-84,-2147483648,480151,4294967295,0,0
